datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_CZ_avg,carbon_intensity_exchange_CZ_avg,power_net_import_DE_avg,carbon_intensity_exchange_DE_avg,power_net_import_LT_avg,carbon_intensity_exchange_LT_avg,power_net_import_SE_avg,carbon_intensity_exchange_SE_avg,power_net_import_SE-SE4_avg,carbon_intensity_exchange_SE-SE4_avg,power_net_import_SK_avg,carbon_intensity_exchange_SK_avg,power_net_import_UA_avg,carbon_intensity_exchange_UA_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_CZ_avg,latest_forecasted_power_net_import_DE_avg,latest_forecasted_power_net_import_LT_avg,latest_forecasted_power_net_import_SE_avg,latest_forecasted_power_net_import_SE-SE4_avg,latest_forecasted_power_net_import_SK_avg,latest_forecasted_power_net_import_UA_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2021-01-01T00:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2022-03-17T09:53:12.374832+00:00,1609459200,PL,688.68,617.78,722.56,,281.21,13864,0,0,1152.92,1303.51,13713.4,entsoe.eu,89.26,8.83,93.68,6.32,,,231,10750,474,0,171,1966,272,,262.15,0.37,297.09,10064.24,517.1,0,393.14,1884.16,254.96,37.46,0,2.73,,0,-867,688.7,777,399.15,-1.51,688.8,375.92,37.44,,,-435,688.7,0,,-0.68,0.37,0,273.41,271.87,0.27,32.61,13221,14350,-320,0,0,335,335,,,0,562
